Event ID,Event Name,Start Date/Time,End Date/Time,Event Agency,Event Type,Event Borough,Event Location,Event Street Side,Street Closure Type,Community Board,Police Precinct,latitude,longitude
512150,Soccer -Regulation,12/04/2019 07:00:00 AM,12/04/2019 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E","",N/A,"11,","25,",40.7845381,-73.93463249999999
512150,Soccer -Regulation,12/09/2019 07:00:00 AM,12/09/2019 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E","",N/A,"11,","25,",40.7845381,-73.93463249999999
468135,Miscellaneous,12/04/2019 07:00:00 AM,12/04/2019 03:00:00 PM,Parks Department,Special Event,Manhattan,"Booker T. Washington Playground: Soccer-01 ,Booker T. Washington Playground: Softball-01 ,Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Tecumseh Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Sol Lain Plgd: Softb","",N/A,"03, 06, 07, 09, 10, 11,","13, 20, 24, 25, 26, 30, 32, 7,",40.8009054,-73.9637367
512150,Soccer -Regulation,12/16/2019 07:00:00 AM,12/16/2019 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E","",N/A,"11,","25,",40.7845381,-73.93463249999999
515330,Permitted Film Event,12/01/2019 12:00:00 PM,12/06/2019 11:59:00 PM,"Mayor's Office of Film, Theatre & Broadcasting",Theater Load in and Load Outs,Manhattan,210 WEST   43 STREET,"",N/A,"5,","14,",39.834177,-86.16220039999999
516699,Renaissance Parade,12/07/2019 03:00:00 PM,12/07/2019 05:00:00 PM,Police Department,Parade,Queens,"162-04 SOUTH ROAD, SOUTH ROAD between 160 STREET and SUTPHIN BOULEVARD,  SUTPHIN BOULEVARD between SOUTH ROAD and 115 AVENUE,  SUTPHIN BOULEVARD between 114 ROAD and 115 AVENUE","",Full Street Closure,"12,","103, 113,",40.7055477,-73.8097056
466819,Fall project,12/05/2019 12:01:00 AM,12/05/2019 08:00:00 AM,Street Activity Permit Office,Plaza Partner Event,Manhattan,"46/47 Broadway Pedestrian Plaza (Times Sq): 46/47 Broadway Pedestrian Plaza (Times Sq) BROADWAY between WEST   46 STREET and WEST   47 STREET,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",Full,Pedestrian Plaza,"4, 5,","18,",40.7579747,-73.9855426
468135,Miscellaneous,12/13/2019 07:00:00 AM,12/13/2019 03:00:00 PM,Parks Department,Special Event,Manhattan,"Booker T. Washington Playground: Soccer-01 ,Booker T. Washington Playground: Softball-01 ,Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Tecumseh Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Sol Lain Plgd: Softb","",N/A,"03, 06, 07, 09, 10, 11,","13, 20, 24, 25, 26, 30, 32, 7,",40.8009054,-73.9637367
518213,Human Rights,12/08/2019 02:00:00 PM,12/08/2019 05:00:00 PM,Street Activity Permit Office,Rally,Manhattan,Union Square Plaza: Union Square Plaza Broadway between E 17 Street and E 18 Street,Full,Pedestrian Plaza,"5,","13,",40.9081977,-73.8965742
519788,Permitted Film Event,12/04/2019 12:01:00 AM,12/09/2019 01:00:00 PM,"Mayor's Office of Film, Theatre & Broadcasting",Shooting Permit,Manhattan,"180 CENTRAL PARK WEST, CENTRAL PARK WEST between WEST   77 STREET and WEST   81 STREET,  WEST   77 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE","",N/A,"64, 7,","20, 22,",40.780319,-73.976075
518518,Plaza de las Americas,12/24/2019 07:00:00 AM,12/24/2019 07:00:00 PM,Street Activity Permit Office,Miscellaneous,Manhattan,Plaza de Las Americas: Plaza de Las Americas WEST  175 STREET between BROADWAY and WADSWORTH AVENUE,Full,Pedestrian Plaza,"12,","33,",40.84609080000001,-73.9380967
468135,Miscellaneous,12/16/2019 07:00:00 AM,12/16/2019 03:00:00 PM,Parks Department,Special Event,Manhattan,"Booker T. Washington Playground: Soccer-01 ,Booker T. Washington Playground: Softball-01 ,Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Tecumseh Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Sol Lain Plgd: Softb","",N/A,"03, 06, 07, 09, 10, 11,","13, 20, 24, 25, 26, 30, 32, 7,",40.8009054,-73.9637367
512150,Soccer -Regulation,12/30/2019 07:00:00 AM,12/30/2019 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E","",N/A,"11,","25,",40.7845381,-73.93463249999999
468135,Miscellaneous,12/09/2019 07:00:00 AM,12/09/2019 03:00:00 PM,Parks Department,Special Event,Manhattan,"Booker T. Washington Playground: Soccer-01 ,Booker T. Washington Playground: Softball-01 ,Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Tecumseh Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Sol Lain Plgd: Softb","",N/A,"03, 06, 07, 09, 10, 11,","13, 20, 24, 25, 26, 30, 32, 7,",40.8009054,-73.9637367
468135,Miscellaneous,12/18/2019 07:00:00 AM,12/18/2019 03:00:00 PM,Parks Department,Special Event,Manhattan,"Booker T. Washington Playground: Soccer-01 ,Booker T. Washington Playground: Softball-01 ,Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Tecumseh Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Sol Lain Plgd: Softb","",N/A,"03, 06, 07, 09, 10, 11,","13, 20, 24, 25, 26, 30, 32, 7,",40.8009054,-73.9637367
518518,Plaza de las Americas,12/09/2019 07:00:00 AM,12/09/2019 07:00:00 PM,Street Activity Permit Office,Miscellaneous,Manhattan,Plaza de Las Americas: Plaza de Las Americas WEST  175 STREET between BROADWAY and WADSWORTH AVENUE,Full,Pedestrian Plaza,"12,","33,",40.84609080000001,-73.9380967
516673,Virgin de Guadalupe Procession,12/08/2019 06:00:00 AM,12/08/2019 02:00:00 PM,Police Department,Parade,Manhattan,"328 WEST   14 STREET, WEST   14 STREET between 8 AVENUE and 5 AVENUE,  EAST   14 STREET between 5 AVENUE and 3 AVENUE,  3 AVENUE between EAST   14 STREET and EAST  116 STREET,  EAST  116 STREET between 3 AVENUE and 1 AVENUE,  1 AVENUE between EAST  116 STREET and EAST  117 STREET,  EAST  117 STREET between 1 AVENUE and PARK AVENUE,  EAST  117 STREET between LEXINGTON AVENUE and PARK AVENUE,  W 14 ST between 9 AV and 8 AV",East,Full Street Closure,"11, 2, 3, 4, 5, 6, 8,","10, 13, 17, 19, 23, 25, 6, 9,",40.80066679999999,-73.94646399999999
468135,Miscellaneous,12/25/2019 07:00:00 AM,12/25/2019 03:00:00 PM,Parks Department,Special Event,Manhattan,"Booker T. Washington Playground: Soccer-01 ,Booker T. Washington Playground: Softball-01 ,Moore Playground: Softball-01 ,Playground one Twenty Five CXXV (PS 125): Softball-01 ,Holcombe Rucker Park: Softball-01 ,Tecumseh Playground: Softball-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Softball-01 ,Jacob H. Schiff Playground: Soccer-01 ,Jacob H. Schiff Playground: Softball-01 ,Peter's Field: Soccer-01 ,Peter's Field: Softball-01 ,Happy Warrior Playground: Softball-01 ,Sol Lain Plgd: Softb","",N/A,"03, 06, 07, 09, 10, 11,","13, 20, 24, 25, 26, 30, 32, 7,",40.8009054,-73.9637367
512150,Soccer -Regulation,12/14/2019 07:00:00 AM,12/14/2019 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-83 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-82 ,Randall's Island Park: East River Fields-Soccer-85 ,Randall's Island Park: Sunken Garden Fields-Soccer-90 ,Randall's Island Park: Sunken Garden Fields-Soccer-91 ,Randall's Island Park: E","",N/A,"11,","25,",40.7845381,-73.93463249999999
